EE01;Carrera;COMISIÓN;D;CAP Capacidades;COM COMPETENCIAS;¿Cómo enseñan los contenidos? Puedes seleccionar más de una;DA Dificultades de Aprendizaje;HT Herramientas Tecnológicas;EVA Tipo de Evaluacion;DEa Afinamiento de Conceptos;¿De qué manera lo hacen? Puedes seleccionar más de una;APR Formas que aprendo
6/9/202416:06:46;IEM;X1;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02a;COM01,COM03;EE03,EE10;DA02a;HT01a;EVA01c,EVA01f,EVA02b;DEa01;DEb04;APRa
13/8/202418:17:01;IEM;D;INGENIERÍA Y SOCIEDAD;CAP02c;COM04,COM05;EE04,EE05;DA01a;HT01g,HT01k;EVA01f,EVA01i,EVA02c;DEa02;DEb02,DEb05;APRb,APRc
16/8/202408:01:28;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03,COM06;EE08,EE10;DA03,;HT01a;EVA01b,EVA01f,EVA02c;DEa03;;APRc
16/8/202408:01:34;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03,COM05;EE05,EE10;DA02b;HT01a;EVA01b,EVA01c,EVA02c;DEa03;;APRa,APRb
16/8/202408:01:40;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP03;COM01,COM02,COM04;EE05,EE10;DA02b;HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA02c;DEa03;;APRa,APRf
16/8/202408:02:04;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM05;EE03,EE05,EE10;DA03,;HT01a;EVA01a,EVA01b,EVA01c,EVA02c;DEa02;DEb04;APRb,APRe,APRf
16/8/202408:02:05;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03;EE10;DA01a;HT01a,HT01i;EVA01b,EVA02c;DEa02;DEb01;APRb,APRc
16/8/202408:02:14;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03;EE05,EE08,EE10;DA03,;HT01a,HT01i;EVA01b,EVA01d,EVA02c;DEa03;;APRb,APRf
16/8/202408:02:17;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP03;COM01,COM02,COM03;EE03,EE05,EE10;DA03,;HT01f;EVA01b,EVA01c,EVA01f,EVA02c;DEa01;DEb01;APRb,APRc,APRe
16/8/202408:02:19;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM02,COM03,COM04;EE03,EE10;DA02b;HT01a;EVA01b,EVA02b;DEa03;;APRb,APRc,APRf
16/8/202408:02:22;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM02;EE10;DA02a;HT02;EVA01a,EVA01b,EVA01d,EVA02c;DEa03;;APRb,APRc,APRf
16/8/202408:02:24;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02c;COM01;EE06;DA02b;HT01i;EVA01b,EVA02c;DEa02;DEb01;APRb
16/8/202408:02:31;ISI;3;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01;EE04;DA03,;HT02;EVA01b,EVA02a;DEa03;;APRb,APRd
16/8/202408:02:32;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM03;EE05;DA03,;HT01a;EVA01b,EVA01d,EVA02b;DEa02;DEb01;APRb
16/8/202408:02:33;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02d;COM01;EE10;DA03,;HT01a,HT01i;EVA01a,EVA01b,EVA01f,EVA02a;DEa02;DEb01;APRb,APRc
16/8/202408:02:37;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02c;COM01,COM03;EE06,EE08,EE10;DA03,;HT01a;EVA01a,EVA01b,EVA02c;DEa02;DEb02;APRb,APRd
16/8/202408:02:39;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM01;EE05,EE08,EE10;DA02a;HT01a;EVA01a,EVA01b,EVA01c,EVA01f,EVA02b;DEa02;DEb01;APRb,APRc,APRe
16/8/202408:02:44;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03;EE08,EE10;DA03,;HT02;EVA01a,EVA01c,EVA01f,EVA02b;DEa03;;APRb
16/8/202408:02:50;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03;EE10;DA03,;HT01a;EVA01b,EVA02c;DEa03;;APRb,APRf
16/8/202408:02:54;ISI;1,1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01,COM03,COM05;EE05,EE08;DA03,;HT02;EVA01b,EVA02b;DEa01;DEb04,;APRf
16/8/202408:02:57;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM08;EE10;DA03,;HT01a;EVA01a,EVA01c,EVA02c;DEa02;DEb03,DEb06;APRb,APRc
16/8/202408:02:58;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP03;COM03;EE05,EE08;DA03,;HT02;EVA01c,EVA02b;DEa02;DEb04;
16/8/202408:02:58;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01;EE10;DA03,;HT01a;EVA01b,EVA02a;DEa03;;APRa
16/8/202408:03:00;ISI;k11;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03,COM05;EE10;DA02a;HT01a;EVA01b,EVA01c,EVA01d,EVA02c;DEa03;;APRb,APRc,APRf
16/8/202408:03:00;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE10;DA03,;HT01a;EVA01a,EVA01c,EVA02c;DEa02;DEb01,DEb02,DEb04;APRb,APRc,APRe
16/8/202408:03:03;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE05,EE08,EE10;DA01a;HT02;EVA01a,EVA01b,EVA02c;DEa02;DEb01,DEb02,DEb03,DEb04;APRa,APRb
16/8/202408:03:09;ISI;K11;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03;EE08,EE10;DA01a;HT01i,HT01l;EVA01b,EVA01f,EVA02c;DEa02;DEb01,DEb04,DEb06;APRb
16/8/202408:03:09;ISI;IsiA;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM03;EE03,EE05;DA02b;HT01a;EVA01b,EVA02c;DEa02;DEb02,DEb06;APRa,APRc
16/8/202408:03:14;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01;EE03,EE08,EE10;DA03,;HT01a;EVA01b,EVA01f,EVA02b;DEa02;DEb02;APRc,APRe
16/8/202408:03:22;ISI;1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM03;EE01,EE04,EE08,EE10;DA02a;HT01a,HT01i;EVA01b,EVA01c,EVA01d,EVA01h,EVA02b;DEa02;DEb01,DEb03,DEb04;APRa,APRb,APRc,APRf
16/8/202408:03:25;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02d;COM01,COM02,COM03;EE02,EE05,EE08,EE10;DA03,;HT01a;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02a;DEa02;DEb01;APRb,APRc,APRe
16/8/202408:03:27;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM08;EE08,EE10;DA01a;HT01a;EVA01b,EVA01c,EVA02a;DEa01;DEb01,DEb02,DEb04;APRa,APRb,APRd,APRe
16/8/202408:03:31;ISI;1A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM08;EE08,EE10;DA03,;HT01i;EVA01a,EVA01c,EVA02b;DEa02;DEb01;APRc,APRe,APRf
16/8/202408:03:35;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01c;COM05;EE08,EE10;DA02b;HT01a,HT01i;EVA01a,EVA01b,EVA01d,EVA02b;DEa02;DEb01;APRa,APRd
16/8/202408:03:39;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02c;COM03;EE03,EE10;DA02a;HT01a;EVA01c,EVA02b;DEa01;DEb03;APRa
16/8/202408:03:40;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP03;COM01;EE03,EE08,EE10;DA03,;HT01a;EVA01b,EVA02b;DEa03;;APRb,APRc,APRf
16/8/202408:03:40;ISI;1A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM03,COM04;EE07,EE10;DA02a;HT02;EVA01b,EVA02b;DEa01;DEb02,DEb03;APRb,APRe
16/8/202408:03:41;ISI;Com3;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02d;COM01,COM02,COM03;EE08,EE10;DA03,;HT01a,HT01i;EVA01a,EVA01b,EVA01d,EVA01f,EVA02a;DEa03;;APRb,APRe
16/8/202408:03:43;ISI;ISIA;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03;EE02,EE05,EE10;DA03,;HT01i;EVA01a,EVA01b,EVA01d,EVA02c;DEa01;DEb01,DEb04,DEb05,DEb06;APRb,APRc
16/8/202408:03:45;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE03,EE04,EE10;DA01a;HT01a,HT01i,HT01k;EVA01a,EVA01b,EVA02c;DEa02;DEb01,DEb02;APRa,APRb
16/8/202408:03:51;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01;EE05,EE08,EE10;DA03,;HT01a;EVA01b,EVA02a;DEa03;;APRd
16/8/202408:03:52;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE08,EE10;DA03,;HT01a;EVA01a,EVA01b,EVA01d,EVA02c;DEa03;;APRa,APRb,APRe
16/8/202408:03:59;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE01,EE08;DA02a;HT01a,HT01i;EVA01a,EVA01b,EVA02b;DEa02;DEb03;APRc
16/8/202408:04:01;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM02,COM03;EE01,EE05;DA01a;HT01a,HT01a;EVA01a,EVA01b,EVA01d,EVA02b;DEa01;DEb01,DEb02,DEb03,DEb05;APRa,APRb,APRc
16/8/202408:04:02;ISI;ISIA;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM01,COM02,COM04;EE03,EE08,EE10;DA01a;HT01a,HT01i;EVA01b,EVA01f,EVA02b;DEa01;DEb01,DEb02,DEb04,DEb06;APRa,APRb,APRf
16/8/202408:04:04;ISI;1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM03;EE03,EE08,EE10;DA02b;HT01a,HT01f;EVA01a,EVA01b,EVA02c;DEa02;DEb01,DEb04;APRa,APRb
16/8/202408:04:06;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM05;EE08,EE10;DA02b;HT01a,HT01i;EVA01b,EVA02c;DEa02;DEb01;APRb
16/8/202408:04:06;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03;EE04,EE05,EE08,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01c,EVA01f,EVA02c;DEa02;DEb02,DEb05;APRb,APRc,APRf
16/8/202408:04:06;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM01;EE05,EE08,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01b,EVA01f,EVA02c;DEa02;DEb04,DEb06;APRb,APRf
16/8/202408:04:09;ISI;11:00 a. m.;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM02,COM03;EE03,EE10;DA02a;HT01f,HT01i;EVA01a,EVA01b,EVA01c,EVA01f,EVA02c;DEa01;DEb02;APRc,APRd
16/8/202408:04:15;ISI;K11;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03,COM04;EE04,EE06,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA02b;DEa02;DEb01;APRa,APRb,APRc
16/8/202408:04:16;ISI;K1;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM03;EE01,EE03,EE07,EE10;DA02a;HT01a,HT01i;EVA01b,EVA01e,EVA02c;DEa03;;APRb,APRc,APRe,APRf
16/8/202408:04:31;ISI;3;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM01,COM03;EE01,EE10;DA01a;HT01a,HT01i;EVA01b,EVA02c;DEa02;DEb01;APRa,APRb,APRc,APRd,APRe
16/8/202408:04:36;ISI;1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM08;EE10;DA03,;HT01i,HT01k;EVA01b,EVA02c;DEa03;;APRc
16/8/202408:04:41;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM03;EE08;DA02b;HT01a,HT01b,HT01i;EVA01b,EVA02c;DEa02;DEb02,DEb03;APRb
16/8/202408:04:42;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM04;EE05,EE07,EE10;DA03,;HT01a;EVA01b,EVA01d,EVA02b;DEa03;;APRa,APRb
16/8/202408:04:45;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM02,COM03;EE03,EE08;DA03,;HT02;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRb,APRf
16/8/202408:04:50;ISI;1A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02c;COM02;EE10;DA02b;HT02;EVA01b,EVA02c;DEa03;;APRb
16/8/202408:04:55;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01,COM03;EE01,EE04,EE05,EE08,EE10;DA02a;HT01a,HT01i;EVA01c,EVA01f,EVA02b;DEa02;DEb01,DEb06;APRb,APRc
16/8/202408:05:01;ISI;D;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM03,COM04;EE01,EE10;DA01a;HT01a;EVA01b,EVA01d,EVA02c;DEa02;DEb01,DEb03,DEb04;APRa,APRb,APRc
16/8/202408:05:07;ISI;AK11;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02a;COM03;EE03;DA02c;HT02;EVA01b,EVA01d,EVA02c;DEa03;;APRb
16/8/202408:05:10;ISI;1A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01c;COM01;EE04,EE10;DA02b;HT02;EVA01a,EVA01b,EVA01d,EVA01f,EVA02c;DEa03;;APRb
16/8/202408:05:33;ISI;1A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01,COM04,COM05;EE01,EE03,EE05,EE06,EE08;DA02a;HT01a;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb06;APRa,APRb,APRc,APRd,APRe,APRf
16/8/202408:05:35;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01a;COM01;EE07,EE08,EE10;DA02a;HT01a,HT01i;EVA01b,EVA01d,EVA02b;DEa02;DEb04;APRb
16/8/202408:05:56;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM02,COM05;EE08;DA02a;HT01i,;EVA01b,EVA02c;DEa03;;APRa,APRb
16/8/202408:05:59;ISI;D;LÓGICA Y ESTRUCTURA DISCRETAS;CAP03;COM08;EE08;DA03,;HT02;EVA01a,EVA01c,EVA02b;DEa02;DEb03;APRc
16/8/202408:06:32;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP01b;COM01,COM02,COM03;EE03,EE10;DA02b;HT01a;EVA01b,EVA01d,EVA02b;DEa02;DEb01;APRb
16/8/202408:09:37;ISI;A;LÓGICA Y ESTRUCTURA DISCRETAS;CAP02b;COM01,COM03;EE05,EE08,EE10;DA02b;HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA02c;DEa01;DEb01,DEb02,DEb04,DEb06;APRa,APRb,APRe,APRf
21/8/202418:23:31;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01b;COM01,COM04,COM05;EE01,EE04,EE05,EE10;DA01b;HT02;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb02;APRa,APRb,APRd,APRf
21/8/202418:30:29;ISI;Dk14;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM04,COM06;EE10;DA02a;HT01a,HT01e,HT01i;EVA01a,EVA01b,EVA01d,EVA01f,EVA01h,EVA02c;DEa02;DEb06;APRb,APRc
21/8/202418:32:55;ISI;D(K14);ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM03,COM06;EE08;DA02a;HT02;EVA01b,EVA01h,EVA02c;DEa02;DEb01;APRb,APRc,APRf
21/8/202418:32:57;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM02,COM05,COM07;EE01,EE08,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRa,APRd
6/9/202415:52:22;IEM;A;ELECTROMECÁNICA I;CAP01c;COM05;EE06;DA03,;HT01i;EVA01f,EVA02c;DEa01;DEb01;APRa,APRb
21/8/202418:37:42;ISI;Do4;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM02,COM03;EE01,EE08,EE10;DA03,;HT01b,HT01a,televisortáctil;EVA01b,EVA01d,EVA01f,EVA02b;DEa02;DEb01,DEb02;APRa,APRb
21/8/202418:38:18;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM02,COM03;EE10;DA01a;HT01a;EVA01c,EVA01h,EVA02c;DEa02;DEb01;APRb
6/9/202415:55:14;IEM;A;ELECTROMECÁNICA I;CAP01a;COM01,COM02,COM03;EE02;DA02b;HT01a;EVA01e,EVA01f,EVA02a;DEa02;DEb01;APRb,APRc,APRd
6/9/202415:53:15;IEM;1;FÍSICA I;CAP01b;COM01;EE01;DA01a;HT01b;EVA01a,EVA01b,EVA02a;DEa01;DEb01;APRa
21/8/202418:44:28;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03,COM04;EE06,EE10;DA02b;HT01a,HT01i;EVA01b,EVA01f,EVA01j,EVA02c;DEa03;;APRc,APRe
21/8/202418:46:12;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM04,COM05;EE04,EE06,EE10;DA01a;HT02;EVA01b,EVA01f,EVA01j,EVA02c;DEa01;DEb01,DEb03;APRb,APRc
21/8/202418:47:03;ISI;D;ELECTROMECÁNICA I;CAP02a;COM01,COM03;EE04,EE08,EE10;DA03,;HT01i;EVA01b,EVA01d,EVA02c;DEa01;DEb02;APRb,APRc
6/9/202415:55:06;IEM;A;FÍSICA I;CAP01a;COM01,COM02,COM03;EE01,EE03,EE05,EE07,EE09,EE10;DA01a;HT01b;EVA01c,EVA01d,EVA01f,EVA01j,EVA02c;DEa02;DEb03,DEb04;APRb,APRc
21/8/202418:59:08;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03,COM04;EE01,EE10;DA01a;HT01i;EVA01b,EVA01f,EVA02c;DEa02;DEb01,DEb06;APRb
6/9/202415:55:09;IEM;11:00 a. m.;FÍSICA I;CAP02a;COM01,COM03;EE08;DA03,;HT02;EVA01b,EVA02c;DEa02;DEb01;APRb,APRc,APRe,APRf
21/8/202419:33:10;ISI;4;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02c;COM01;EE10;DA02b;HT01a,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02b;DEa01;DEb01;APRb
21/8/202419:40:19;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03;EE05,EE08,EE10;DA02a;HT01a,HT01f,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01h,EVA02c;DEa01;DEb01,DEb04;APRb,APRd
21/8/202419:43:39;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03,COM06;EE01,EE10;DA02a;HT01a,HT01i;EVA01b,EVA01f,EVA01j,EVA02c;DEa02;DEb01;APRb,APRe,APRf
6/9/202415:55:09;IEM;IEM-A;FÍSICA I;CAP02c;COM01,COM02,COM03;EE01,EE08,EE09,EE10;DA01a;HT01a,HT01b;EVA01b,EVA01f,EVA02c;DEa03;;APRa,APRb,APRc
21/8/202420:55:05;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM02,COM03;EE08,EE10;DA01a;HT01a,HT01i;EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01,DEb06;APRb,APRc
6/9/202415:55:20;IEM;A;FÍSICA I;CAP02a;COM01,COM03,COM04;EE01,EE04;DA01a;HT02;EVA01a,EVA01b,EVA01j,EVA02a;DEa02;DEb02;APRa,APRc,APRd
21/8/202421:05:35;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03;EE01,EE08,EE10;DA01a;HT01a;EVA01b,EVA01j,EVA02b;DEa03;;APRa,APRb
6/9/202415:55:37;IEM;1;FÍSICA I;CAP02c;COM01;EE10;DA03,;HT01a,HT01b;EVA01a,EVA01b,EVA02a;DEa02;DEb01;APRa,APRb
22/8/202409:27:41;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03,COM06;EE01,EE04,EE10;DA02a;HT01a;EVA01b,EVA01d,EVA01f,EVA01h,EVA02c;DEa01;DEb01;APRa,APRb,APRc
6/9/202415:55:40;IEM;A;FÍSICA I;CAP01c;COM01,COM03;EE01,EE02,EE04,EE06;DA02b;HT02;EVA01b,EVA01j,EVA02c;DEa03;;APRa,APRb
22/8/202409:57:57;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01b;COM01;EE01,EE03,EE10;DA01a;HT01a;EVA01b,EVA01f,EVA02c;DEa03;;APRb,APRc,APRf
22/8/202411:17:29;ISI;Dk14;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM02;EE06,EE10;DA02b;HT01i,HT01l;EVA01a,EVA01b,EVA01d,EVA02b;DEa02;DEb04;APRa,APRb
22/8/202411:23:34;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM02,COM03;EE01,EE03,EE04,EE05,EE08,EE10;DA02b;HT01a;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb02,DEb03,DEb04;APRb,APRc,APRe
22/8/202412:09:08;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01,COM03,COM04;EE10;DA02b;HT01a,HT01e;EVA01a,EVA01b,EVA01c,EVA01f,EVA02c;DEa02;DEb01;APRb,APRd
22/8/202414:35:49;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM03;EE10;DA02b;HT01e;EVA01c,EVA01f,EVA02b;DEa02;DEb01;APRc
6/9/202415:55:50;IEM;X11;FÍSICA I;CAP01d;COM01,COM02,COM03,COM06;EE01,EE02,EE08;DA01a;HT01b;EVA01b,EVA01j,EVA02b;DEa01;DEb01,DEb05;APRc
22/8/202422:26:51;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01;EE01;DA01a;HT02;EVA01a,EVA01b,EVA02b;DEa03;;APRb
23/8/202410:58:04;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01;EE08,EE10;DA01a;HT02;EVA01b,EVA01f,EVA01j,EVA02c;DEa02;DEb01;APRb
6/9/202415:55:50;IEM;A;FÍSICA I;CAP02a;COM01;EE03,EE08;DA02a;HT01a,HT01b,HT01l;EVA01a,EVA01b,EVA02c;DEa01;DEb03;APRc
23/8/202411:19:03;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02b;COM02,COM03;EE05,EE10;DA03,;HT01a;EVA01b,EVA01f,EVA02c;DEa02;DEb06;APRb,APRc,APRe,APRf
6/9/202415:55:51;IEM;A;FÍSICA I;CAP01a;COM01;EE04,EE09;DA01a;HT01b;EVA01a,EVA01b,EVA01f,EVA02a;DEa02;DEb01;APRa
23/8/202411:45:51;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP03;COM01;EE08;DA03,;HT01b;EVA01c,EVA02b;DEa02;DEb01;APRb
6/9/202415:56:02;IEM;1,1;FÍSICA I;CAP01b;COM01,COM03,COM05;EE03,EE05,Trabajoenequipoogrupal,EE08,EE10;DA02a;HT01b,HT01e;EVA01b,EVA01d,EVA02c;DEa01;DEb01;APRa,APRb,APRd,APRe,APRf
23/8/202412:14:02;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01c;COM01,COM02,COM03;EE10;DA02b;HT01a;EVA01b,EVA01f,EVA02c;DEa02;DEb01;APRa,APRc,APRe
23/8/202413:07:46;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;SIEMPRE,Enmediodelasexplicaciones;COM01,COM04,COM05;EE02,EE03,EE06,EE08,EE10;DA03,;HT01a;EVA01b,EVA01c,EVA01d,EVA01h,EVA02b;DEa01;DEb01;APRb,APRe,APRf
23/8/202413:18:53;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02d;COM01,COM02,COM03;EE04,EE08,EE10;DA02a;HT01a;EVA01a,EVA01b,EVA01c,EVA01f,EVA01h,EVA02c;DEa02;DEb02;APRa,APRb,APRc,APRf
23/8/202414:18:19;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02c;COM01,COM03,Apensaryjustificarconpensamientocrítico;EE03,EE04,EE10;DA01b;HT02;EVA01a,EVA01b,EVA01d,EVA01j,EVA02a;DEa03;;APRa,APRb,APRe,APRf
6/9/202415:56:05;IEM;A;FÍSICA I;CAP03;COM08;EE01,EE10;DA03,;HT02;EVA01b,EVA02b;DEa02;DEb01;APRb
23/8/202415:03:08;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01a;COM01;EE08,EE10;DA01a;HT02;EVA01b,EVA01j,EVA02b;DEa03;;APRa,APRb
6/9/202415:56:09;IEM;A;FÍSICA I;CAP01a;COM03;EE08;DA01b;HT01b;EVA01b,EVA01j,EVA02c;DEa03;;APRb
23/8/202418:50:33;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP02a;COM01,COM03;EE06,EE08,EE10;DA02a;HT01a;EVA01b,EVA01f,EVA01j,EVA02c;DEa02;DEb01;APRa,APRb
23/8/202421:01:57;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01c;COM01,COM03,COM05;EE08,EE10;DA03,;HT02;EVA01b,EVA01f,EVA01h,EVA02c;DEa03;;APRb
6/9/202415:56:09;IEM;A;FÍSICA I;CAP02a;COM01,COM03,COM05;EE03,EE04,EE09,EE10;DA01a;HT01b;EVA01b,EVA01f,EVA01h,EVA01j,EVA02c;DEa02;DEb01;APRa,APRb,APRc,APRf
6/9/202415:56:09;IEM;A;FÍSICA I;CAP02a;COM01,COM03;EE01,EE09,EE10;DA02a;HT01b,HT01i;EVA01a,EVA01b,EVA02c;DEa02;DEb01;APRb
25/8/202420:44:32;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01b;COM01,COM02,COM03,COM04;EE01,EE02,EE06,EE10;DA01a;HT02;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA01h,EVA01j,EVA02c;DEa02;DEb01,DEb06;APRd,APRf
